,HTTPClient,HTTPClient,0.3-3,2005-09-21 03:35    733741,,https://repo1.maven.org/maven2/HTTPClient/HTTPClient/0.3-3/HTTPClient-0.3-3.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.19/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.18,2023-04-05 19:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.18/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.17,2022-09-01 13:10       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.17/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.16-sqldelight2a03,2022-07-04 12:52       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.16-sqldelight2a03-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.16,2022-08-25 14:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.16/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.16-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.15,2022-06-09 19:05       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.15/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.15-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.14,2022-04-13 16:58       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.14/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.14-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.13-RC2,2022-03-30 01:42       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.13-RC2/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.13-RC2-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.13-RC,2022-03-29 17:27       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.13-RC/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.13-RC-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.13,2022-04-06 16:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.13/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.13-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iossimulatorarm64,0.0.12,2021-11-02 15:57       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iossimulatorarm64/0.0.12/kotlinx-uuid-sqldelight-iossimulatorarm64-0.0.12-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.21,2023-08-01 07:17       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.21/kotlinx-uuid-sqldelight-iosarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.20,2023-05-28 07:28       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.20/kotlinx-uuid-sqldelight-iosarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.19,2023-05-11 17:33       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.19/kotlinx-uuid-sqldelight-iosarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.18,2023-04-05 19:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.18/kotlinx-uuid-sqldelight-iosarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.17,2022-09-01 13:10       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.17/kotlinx-uuid-sqldelight-iosarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.16-sqldelight2a03,2022-07-04 12:52       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-iosarm64-0.0.16-sqldelight2a03-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.16,2022-08-25 14:01       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.16/kotlinx-uuid-sqldelight-iosarm64-0.0.16-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.15,2022-06-09 19:05       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.15/kotlinx-uuid-sqldelight-iosarm64-0.0.15-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.14,2022-04-13 16:58       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.14/kotlinx-uuid-sqldelight-iosarm64-0.0.14-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.13-RC2,2022-03-30 01:42       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.13-RC2/kotlinx-uuid-sqldelight-iosarm64-0.0.13-RC2-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.13-RC,2022-03-29 17:27       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.13-RC/kotlinx-uuid-sqldelight-iosarm64-0.0.13-RC-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.13,2022-04-06 16:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.13/kotlinx-uuid-sqldelight-iosarm64-0.0.13-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.12,2021-11-02 15:57       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.12/kotlinx-uuid-sqldelight-iosarm64-0.0.12-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight-iosarm64,0.0.11,2021-09-21 11:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight-iosarm64/0.0.11/kotlinx-uuid-sqldelight-iosarm64-0.0.11-metadata.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.21,2023-08-01 07:17      3556,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.21/kotlinx-uuid-sqldelight-0.0.21.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.20,2023-05-28 07:28      3562,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.20/kotlinx-uuid-sqldelight-0.0.20.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.19,2023-05-11 17:33      3562,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.19/kotlinx-uuid-sqldelight-0.0.19.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.18,2023-04-05 19:01      3562,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.18/kotlinx-uuid-sqldelight-0.0.18.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.17,2022-09-01 13:10      3698,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.17/kotlinx-uuid-sqldelight-0.0.17.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.16-sqldelight2a03,2022-07-04 12:53      3591,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.16-sqldelight2a03/kotlinx-uuid-sqldelight-0.0.16-sqldelight2a03.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.16,2022-08-25 14:01      3598,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.16/kotlinx-uuid-sqldelight-0.0.16.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.15,2022-06-09 19:05      3596,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.15/kotlinx-uuid-sqldelight-0.0.15.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.14,2022-04-13 16:59      3578,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.14/kotlinx-uuid-sqldelight-0.0.14.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.13-RC2,2022-03-30 01:43      3584,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.13-RC2/kotlinx-uuid-sqldelight-0.0.13-RC2.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.13-RC,2022-03-29 17:27      3584,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.13-RC/kotlinx-uuid-sqldelight-0.0.13-RC.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.13,2022-04-06 16:51      3578,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.13/kotlinx-uuid-sqldelight-0.0.13.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.12,2021-11-02 15:58      1623,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.12/kotlinx-uuid-sqldelight-0.0.12.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.12,2021-11-02 15:58      3549,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.12/kotlinx-uuid-sqldelight-0.0.12-all.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.11,2021-09-21 11:51      1623,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.11/kotlinx-uuid-sqldelight-0.0.11.jar
,app.softwork,kotlinx-uuid-sqldelight,0.0.11,2021-09-21 11:51      3540,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-sqldelight/0.0.11/kotlinx-uuid-sqldelight-0.0.11-all.jar
,app.softwork,kotlinx-uuid-ktor-server-jvm,0.0.9,2021-07-16 11:23      3850,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server-jvm/0.0.9/kotlinx-uuid-ktor-server-jvm-0.0.9.jar
,app.softwork,kotlinx-uuid-ktor-server-jvm,0.0.8,2021-07-15 17:09      3850,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server-jvm/0.0.8/kotlinx-uuid-ktor-server-jvm-0.0.8.jar
,app.softwork,kotlinx-uuid-ktor-server,0.0.9,2021-07-16 11:25       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server/0.0.9/kotlinx-uuid-ktor-server-0.0.9.jar
,app.softwork,kotlinx-uuid-ktor-server,0.0.9,2021-07-16 11:25       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server/0.0.9/kotlinx-uuid-ktor-server-0.0.9-all.jar
,app.softwork,kotlinx-uuid-ktor-server,0.0.8,2021-07-15 17:09       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server/0.0.8/kotlinx-uuid-ktor-server-0.0.8.jar
,app.softwork,kotlinx-uuid-ktor-server,0.0.8,2021-07-15 17:09       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-ktor-server/0.0.8/kotlinx-uuid-ktor-server-0.0.8-all.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.9,2021-07-16 11:21      9849,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.9/kotlinx-uuid-exposed-jvm-0.0.9.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.8,2021-07-15 17:08      9849,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.8/kotlinx-uuid-exposed-jvm-0.0.8.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.17,2022-09-01 13:10      9847,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.17/kotlinx-uuid-exposed-jvm-0.0.17.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.16-sqldelight2a03,2022-07-04 12:51      9847,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.16-sqldelight2a03/kotlinx-uuid-exposed-jvm-0.0.16-sqldelight2a03.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.16,2022-08-25 14:01      9847,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.16/kotlinx-uuid-exposed-jvm-0.0.16.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.15,2022-06-09 19:05      9847,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.15/kotlinx-uuid-exposed-jvm-0.0.15.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.14,2022-04-13 16:58      9871,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.14/kotlinx-uuid-exposed-jvm-0.0.14.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.13-RC2,2022-03-30 01:42      9771,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.13-RC2/kotlinx-uuid-exposed-jvm-0.0.13-RC2.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.13-RC,2022-03-29 17:26      9771,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.13-RC/kotlinx-uuid-exposed-jvm-0.0.13-RC.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.13,2022-04-06 16:49      9771,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.13/kotlinx-uuid-exposed-jvm-0.0.13.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.12,2021-11-02 15:57      9826,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.12/kotlinx-uuid-exposed-jvm-0.0.12.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.11,2021-09-21 11:50      9828,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.11/kotlinx-uuid-exposed-jvm-0.0.11.jar
,app.softwork,kotlinx-uuid-exposed-jvm,0.0.10,2021-09-06 17:50      9828,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed-jvm/0.0.10/kotlinx-uuid-exposed-jvm-0.0.10.jar
,app.softwork,kotlinx-uuid-exposed,0.0.9,2021-07-16 11:22       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.9/kotlinx-uuid-exposed-0.0.9.jar
,app.softwork,kotlinx-uuid-exposed,0.0.9,2021-07-16 11:22       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.9/kotlinx-uuid-exposed-0.0.9-all.jar
,app.softwork,kotlinx-uuid-exposed,0.0.8,2021-07-15 17:08       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.8/kotlinx-uuid-exposed-0.0.8.jar
,app.softwork,kotlinx-uuid-exposed,0.0.8,2021-07-15 17:08       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.8/kotlinx-uuid-exposed-0.0.8-all.jar
,app.softwork,kotlinx-uuid-exposed,0.0.21,2023-08-01 07:16     10021,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.21/kotlinx-uuid-exposed-0.0.21.jar
,app.softwork,kotlinx-uuid-exposed,0.0.20,2023-05-28 07:27      9932,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.20/kotlinx-uuid-exposed-0.0.20.jar
,app.softwork,kotlinx-uuid-exposed,0.0.17,2022-09-01 13:10       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.17/kotlinx-uuid-exposed-0.0.17.jar
,app.softwork,kotlinx-uuid-exposed,0.0.16-sqldelight2a03,2022-07-04 12:51       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.16-sqldelight2a03/kotlinx-uuid-exposed-0.0.16-sqldelight2a03.jar
,app.softwork,kotlinx-uuid-exposed,0.0.16,2022-08-25 14:01       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.16/kotlinx-uuid-exposed-0.0.16.jar
,app.softwork,kotlinx-uuid-exposed,0.0.15,2022-06-09 19:05       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.15/kotlinx-uuid-exposed-0.0.15.jar
,app.softwork,kotlinx-uuid-exposed,0.0.14,2022-04-13 16:58       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.14/kotlinx-uuid-exposed-0.0.14.jar
,app.softwork,kotlinx-uuid-exposed,0.0.13-RC2,2022-03-30 01:42       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.13-RC2/kotlinx-uuid-exposed-0.0.13-RC2.jar
,app.softwork,kotlinx-uuid-exposed,0.0.13-RC,2022-03-29 17:26       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.13-RC/kotlinx-uuid-exposed-0.0.13-RC.jar
,app.softwork,kotlinx-uuid-exposed,0.0.13,2022-04-06 16:50       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.13/kotlinx-uuid-exposed-0.0.13.jar
,app.softwork,kotlinx-uuid-exposed,0.0.12,2021-11-02 15:57       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.12/kotlinx-uuid-exposed-0.0.12.jar
,app.softwork,kotlinx-uuid-exposed,0.0.12,2021-11-02 15:57       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.12/kotlinx-uuid-exposed-0.0.12-all.jar
,app.softwork,kotlinx-uuid-exposed,0.0.11,2021-09-21 11:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.11/kotlinx-uuid-exposed-0.0.11.jar
,app.softwork,kotlinx-uuid-exposed,0.0.11,2021-09-21 11:50       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.11/kotlinx-uuid-exposed-0.0.11-all.jar
,app.softwork,kotlinx-uuid-exposed,0.0.10,2021-09-06 17:50       261,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.10/kotlinx-uuid-exposed-0.0.10.jar
,app.softwork,kotlinx-uuid-exposed,0.0.10,2021-09-06 17:50       676,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-exposed/0.0.10/kotlinx-uuid-exposed-0.0.10-all.jar
,app.softwork,kotlinx-uuid-core-watchosx64,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosx64/0.0.21/kotlinx-uuid-core-watchosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosx64,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosx64/0.0.20/kotlinx-uuid-core-watchosx64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosx64,0.0.19,2023-05-11 17:31      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosx64/0.0.19/kotlinx-uuid-core-watchosx64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosx64,0.0.18,2023-04-05 19:00      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosx64/0.0.18/kotlinx-uuid-core-watchosx64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosx64,0.0.17,2022-09-01 13:10      4120,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosx64/0.0.17/kotlinx-uuid-core-watchosx64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-core-watchossimulatorarm64,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchossimulatorarm64/0.0.21/kotlinx-uuid-core-watchossimulatorarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-watchossimulatorarm64,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchossimulatorarm64/0.0.20/kotlinx-uuid-core-watchossimulatorarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-core-watchossimulatorarm64,0.0.19,2023-05-11 17:31      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchossimulatorarm64/0.0.19/kotlinx-uuid-core-watchossimulatorarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-core-watchossimulatorarm64,0.0.18,2023-04-05 19:00      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchossimulatorarm64/0.0.18/kotlinx-uuid-core-watchossimulatorarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-core-watchossimulatorarm64,0.0.17,2022-09-01 13:10      4120,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchossimulatorarm64/0.0.17/kotlinx-uuid-core-watchossimulatorarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosdevicearm64,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosdevicearm64/0.0.21/kotlinx-uuid-core-watchosdevicearm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosdevicearm64,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosdevicearm64/0.0.20/kotlinx-uuid-core-watchosdevicearm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosdevicearm64,0.0.19,2023-05-11 17:31      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosdevicearm64/0.0.19/kotlinx-uuid-core-watchosdevicearm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm64,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm64/0.0.21/kotlinx-uuid-core-watchosarm64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm64,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm64/0.0.20/kotlinx-uuid-core-watchosarm64-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm64,0.0.19,2023-05-11 17:31      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm64/0.0.19/kotlinx-uuid-core-watchosarm64-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm64,0.0.18,2023-04-05 19:00      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm64/0.0.18/kotlinx-uuid-core-watchosarm64-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm64,0.0.17,2022-09-01 13:10      4120,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm64/0.0.17/kotlinx-uuid-core-watchosarm64-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm32,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm32/0.0.21/kotlinx-uuid-core-watchosarm32-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm32,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm32/0.0.20/kotlinx-uuid-core-watchosarm32-0.0.20-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm32,0.0.19,2023-05-11 17:31      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm32/0.0.19/kotlinx-uuid-core-watchosarm32-0.0.19-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm32,0.0.18,2023-04-05 19:00      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm32/0.0.18/kotlinx-uuid-core-watchosarm32-0.0.18-metadata.jar
,app.softwork,kotlinx-uuid-core-watchosarm32,0.0.17,2022-09-01 13:09      4120,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-watchosarm32/0.0.17/kotlinx-uuid-core-watchosarm32-0.0.17-metadata.jar
,app.softwork,kotlinx-uuid-core-tvosx64,0.0.21,2023-08-01 07:16      3644,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-tvosx64/0.0.21/kotlinx-uuid-core-tvosx64-0.0.21-metadata.jar
,app.softwork,kotlinx-uuid-core-tvosx64,0.0.20,2023-05-28 07:26      3652,,https://repo1.maven.org/maven2/app/softwork/kotlinx-uuid-core-tvosx64/0.0.20/kotlinx-uuid-core-tvosx64-0.0.20-metadata.jar
