Compiled from "NumberMathModificationInfo.java"
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static double minus(byte, double);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #169                // Field byte_minus:Z
       6: ifeq          15
       9: iload_0
      10: dload_1
      11: invokestatic  #492                // Method minusSlow:(BD)D
      14: dreturn
      15: iload_0
      16: i2d
      17: dload_1
      18: dsub
      19: dreturn

  private static double minusSlow(byte, double);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #167                // String minus
       6: dload_1
       7: invokestatic  #389                // Method java/lang/Double.valueOf:(D)Ljava/lang/Double;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static int minus(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #494                // Method minusSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: isub
      18: ireturn

  private static int minusSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int minus(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #496                // Method minusSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: isub
      18: ireturn

  private static int minusSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int minus(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #498                // Method minusSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: isub
      18: ireturn

  private static int minusSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long minus(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #500                // Method minusSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lsub
      19: lreturn

  private static long minusSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static double minus(short, float);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: fload_1
      11: invokestatic  #502                // Method minusSlow:(SF)D
      14: dreturn
      15: iload_0
      16: i2d
      17: fload_1
      18: f2d
      19: dsub
      20: dreturn

  private static double minusSlow(short, float);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: fload_1
       7: invokestatic  #378                // Method java/lang/Float.valueOf:(F)Ljava/lang/Float;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static double minus(short, double);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #171                // Field short_minus:Z
       6: ifeq          15
       9: iload_0
      10: dload_1
      11: invokestatic  #504                // Method minusSlow:(SD)D
      14: dreturn
      15: iload_0
      16: i2d
      17: dload_1
      18: dsub
      19: dreturn

  private static double minusSlow(short, double);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #167                // String minus
       6: dload_1
       7: invokestatic  #389                // Method java/lang/Double.valueOf:(D)Ljava/lang/Double;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #382                // Method java/lang/Number.doubleValue:()D
      19: dreturn

  public static int minus(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #173                // Field int_minus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #506                // Method minusSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: isub
      18: ireturn

  private static int minusSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #167                // String minus
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int minus(int, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #173                // Field int_minus:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #508                // Method minusSlow:(IS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: isub
      18: ireturn

  private static int minusSlow(int, short);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #167                // String minus
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
